Plant_ID,Category,Common_Name,Green_Acres_URL,Estimate_Confidence,Needs_Green_Acres_Source,Green_Acres_Source_Need_Reason,Mature_Height_ft_est,Mature_Width_ft_est,High_Confidence_Fields,Knowledge_Notes
1,ANNUALS,Alyssum,https://idiggreenacres.com/products/alyssum?variant=13996299354164,High-confidence estimate,FALSE,,0.5,1,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Annual type matched.
841,SHRUBS,Euonymus Emerald Gaiety,https://idiggreenacres.com/products/euonymus-emerald-gaiety?variant=41383921647785,High-confidence estimate,FALSE,,5,3,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \beuonymus\b|euonymous
842,SHRUBS,Euonymus Emerald N Gold,https://idiggreenacres.com/products/euonymus-emerald-n-gold?variant=31431225409559,High-confidence estimate,FALSE,,5,3,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \beuonymus\b|euonymous
843,SHRUBS,Euonymus Gracilis,https://idiggreenacres.com/products/euonymus-gracilis?variant=31431247495191,High-confidence estimate,FALSE,,5,3,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \beuonymus\b|euonymous
844,SHRUBS,Euonymus Silver Queen,https://idiggreenacres.com/products/euonymus-silver-queen?variant=31317135032343,High-confidence estimate,FALSE,,5,3,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \beuonymus\b|euonymous
845,SHRUBS,Euonymus Sunny Delight,https://idiggreenacres.com/products/euonymus-sunny-delight?variant=14125025067060,High-confidence estimate,FALSE,,5,3,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \beuonymus\b|euonymous
846,SHRUBS,Euonymusgreenspire,https://idiggreenacres.com/products/euonymusgreenspire?variant=9881358401588,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
847,SHRUBS,Fern Pine Glacier Blue,https://idiggreenacres.com/products/fern-pine-glacier-blue?variant=41762775138473,Medium guesstimate,FALSE,,3,3,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Fern general size estimate.
848,SHRUBS,Fern Pine Icee Blue,https://idiggreenacres.com/products/fern-pine-icee-blue?variant=31485191454743,Medium guesstimate,FALSE,,3,3,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Fern general size estimate.
849,SHRUBS,Festival Burgundy Cordyline,https://idiggreenacres.com/products/festival-8482-burgundy-cordyline?variant=41014528704681,High-confidence estimate,FALSE,,4,4,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bphormium\b|new zealand flax|cordyline
850,SHRUBS,Flax Lily Coolvista,https://idiggreenacres.com/products/flax-lily-coolvista?variant=13959087423540,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
851,SHRUBS,Flowering Quince Kurokoji,https://idiggreenacres.com/products/flowering-quince-kurokoji?variant=31207467352087,Medium guesstimate,FALSE,,4,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Flowering quince general mature size estimate.
852,SHRUBS,Fountain Grass Hameln,https://idiggreenacres.com/products/fountain-grass-hameln?variant=29407079235636,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
853,SHRUBS,Fountain Grass Karley Rose,https://idiggreenacres.com/products/fountain-grass-karley-rose?variant=43310234271913,High-confidence estimate,FALSE,,4,4,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rose basics. Exact size depends on rose class/cultivar.
854,SHRUBS,Fountain Grass Little Bunny,https://idiggreenacres.com/products/fountain-grass-little-bunny?variant=31543625416727,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
855,SHRUBS,Fringe Flower Chang Nian Hong,https://idiggreenacres.com/products/fringe-flower-chang-nian-hong?variant=13866030759988,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
856,SHRUBS,Fringe Flower Jazz Hands Dwarf Pink,https://idiggreenacres.com/products/fringe-flower-jazz-hands-dwarf-pink?variant=13865989013556,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
857,SHRUBS,Fringe Flower Jazz Hands Dwarf White,https://idiggreenacres.com/products/fringe-flower-jazz-hands-dwarf-white?variant=13866005790772,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
858,SHRUBS,Fringe Flower Jazz Hands Mini,https://idiggreenacres.com/products/fringe-flower-jazz-hands-mini?variant=13866009886772,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
859,SHRUBS,Fringe Flower Purple Majesty,https://idiggreenacres.com/products/fringe-flower-purple-majesty?variant=29044545650740,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
860,SHRUBS,Fruity Germander,https://idiggreenacres.com/products/fruity-germander?variant=31538708086807,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
861,SHRUBS,Gardenia First Love Monrovia,https://idiggreenacres.com/products/gardenia-first-love-monrovia?variant=31522839986199,Medium guesstimate,FALSE,,4,4,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Gardenia general mature size estimate.
862,SHRUBS,Gardenia Kleims Hardy,https://idiggreenacres.com/products/gardenia-kleims-hardy?variant=42879529648297,Medium guesstimate,FALSE,,4,4,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Gardenia general mature size estimate.
863,SHRUBS,Gardenia Mystery,https://idiggreenacres.com/products/gardenia-mystery?variant=31464270430231,Medium guesstimate,FALSE,,4,4,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Gardenia general mature size estimate.
864,SHRUBS,Gardeniaaugustbeauty,https://idiggreenacres.com/products/gardeniaaugustbeauty?variant=9881394937908,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
865,SHRUBS,Gardeniaradicans,https://idiggreenacres.com/products/gardeniaradicans?variant=9881408897076,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
866,SHRUBS,Gardeniavetchii,https://idiggreenacres.com/products/gardeniavetchii?variant=9881409290292,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
867,SHRUBS,Giant Bird Of Paradise,https://idiggreenacres.com/products/giant-bird-of-paradise?variant=28668599631924,Medium guesstimate,FALSE,,6,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Bird of paradise general size estimate.
868,SHRUBS,Giant Chain Fern,https://idiggreenacres.com/products/giant-chain-fern?variant=31500666241047,Medium guesstimate,FALSE,,3,3,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Fern general size estimate.
869,SHRUBS,Giant Ligularia,https://idiggreenacres.com/products/giant-ligularia?variant=31527499169815,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
870,SHRUBS,Giant Timber Bamboo,https://idiggreenacres.com/products/giant-timber-bamboo?variant=31329852915735,High-confidence estimate,FALSE,,20,8,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Bamboo size and spread varies widely.
871,SHRUBS,Globe Colorado Blue Spruce,https://idiggreenacres.com/products/globe-colorado-blue-spruce?variant=37236760182953,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
872,SHRUBS,Goji Berry Sleeve,https://idiggreenacres.com/products/goji-berry-4-sleeve?variant=13864005664820,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
873,SHRUBS,Golden Euonymus,https://idiggreenacres.com/products/golden-euonymus?variant=14567648755764,High-confidence estimate,FALSE,,5,3,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \beuonymus\b|euonymous
874,SHRUBS,Goldflame Honeysuckle Stake Monrovia,https://idiggreenacres.com/products/goldflame-honeysuckle-stake-monrovia?variant=31531675844631,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
875,SHRUBS,Gooseberry Currant Sleeve,https://idiggreenacres.com/products/gooseberry-currant-4-sleeve?variant=13849449758772,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
876,SHRUBS,Green Tower Boxwood,https://idiggreenacres.com/products/green-tower-174-boxwood?variant=31171847061527,High-confidence estimate,FALSE,,4,4,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bboxwood\b|buxus
877,SHRUBS,Grevillea Coastal Gem,https://idiggreenacres.com/products/grevillea-coastal-gem?variant=13900614893620,Medium guesstimate,FALSE,,5,6,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Grevillea general mature size estimate.
878,SHRUBS,Grevillea Mt Tamboritha,https://idiggreenacres.com/products/grevillea-mt-tamboritha?variant=30375201833012,Medium guesstimate,FALSE,,5,6,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Grevillea general mature size estimate.
879,SHRUBS,Grevillea Noellii,https://idiggreenacres.com/products/grevillea-noellii?variant=31466604560407,Medium guesstimate,FALSE,,5,6,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Grevillea general mature size estimate.
880,SHRUBS,Ground Morning Glory,https://idiggreenacres.com/products/ground-morning-glory?variant=31511087054871,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
881,SHRUBS,Heath Kramers Rote,https://idiggreenacres.com/products/heath-kramers-rote?variant=37505142096041,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
882,SHRUBS,Heath Mediterranean Pink,https://idiggreenacres.com/products/heath-mediterranean-pink?variant=37505223950505,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
883,SHRUBS,Heath Mediterranean White,https://idiggreenacres.com/products/heath-mediterranean-white?variant=37505274478761,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
884,SHRUBS,Heavenly Bamboo,https://idiggreenacres.com/products/heavenly-bamboo?variant=13867283611700,High-confidence estimate,FALSE,,20,8,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Bamboo size and spread varies widely.
885,SHRUBS,Heavenly Bamboo Compacta,https://idiggreenacres.com/products/heavenly-bamboo-compacta?variant=38648187945129,High-confidence estimate,FALSE,,20,8,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Bamboo size and spread varies widely.
886,SHRUBS,Heavenly Bamboo Flirt Sunset,https://idiggreenacres.com/products/heavenly-bamboo-flirt-sunset?variant=30931728105495,High-confidence estimate,FALSE,,20,8,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Bamboo size and spread varies widely.
887,SHRUBS,Heavenly Bamboo Lemon Lime,https://idiggreenacres.com/products/heavenly-bamboo-lemon-lime?variant=13959565082676,High-confidence estimate,FALSE,,12,10,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bcitrus\b|lemon\b|orange\b|mandarin\b|lime\b|grapefruit\b|kumquat\b
888,SHRUBS,Heavenly Bamboo Moon Bay,https://idiggreenacres.com/products/heavenly-bamboo-moon-bay?variant=14708301332532,High-confidence estimate,FALSE,,20,8,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Bamboo size and spread varies widely.
889,SHRUBS,Hibiskiss Spin The Bottle,https://idiggreenacres.com/products/hibiskiss-spin-the-bottle?variant=28887907237940,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
890,SHRUBS,Holly Fern,https://idiggreenacres.com/products/holly-fern?variant=31518142693399,Medium guesstimate,FALSE,,8,4,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Holly size varies by cultivar.
891,SHRUBS,Holly Sky Pencil,https://idiggreenacres.com/products/holly-sky-pencil?variant=42750881792169,Medium guesstimate,FALSE,,8,4,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Holly size varies by cultivar.
892,SHRUBS,Hollywood Series Tropical Hibiscus,https://idiggreenacres.com/products/hollywood-174-series-tropical-hibiscus?variant=40975167193257,Medium guesstimate,FALSE,,5,4,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Hibiscus general mature size estimate.
893,SHRUBS,Horsetail Reed,https://idiggreenacres.com/products/horsetail-reed?variant=31519502565399,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
894,SHRUBS,Hosta,https://idiggreenacres.com/products/hosta?variant=14505313566772,Medium guesstimate,FALSE,,2,3,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Hosta general mature size estimate.
895,SHRUBS,Hydrangea,https://idiggreenacres.com/products/hydrangea?variant=46865977114793,Medium guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Hydrangea general mature size estimate.
896,SHRUBS,Hydrangea Bobo,https://idiggreenacres.com/products/hydrangea-bobo?variant=31538804326423,Medium guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Hydrangea general mature size estimate.
897,SHRUBS,Hydrangea Enziandom,https://idiggreenacres.com/products/hydrangea-enziandom?variant=31522915647511,Medium guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Hydrangea general mature size estimate.
